,Date,HS Code,Product Description,Consignee,Notify Party Name,Shipper,Std. Quantity,Std. Unit,Standard Unit Rate INR,Value,Country of Origin,Country of Destination,Port of Destination,Quantity,Unit,Unit Rate $,Actual Duty,Port of Origin,Shipment Mode,Measurment,Bill of Entry No,Port of Delivery,Container TEU,Freight Term,Marks Number,HS Product Description,Gross Weight,Consignee Address,Shipper Address,Notify Party Address,Country Name
5706,2021-07-01 00:00:00,81052021,PO DE LIGAS A BASE DE COBALTO-CROMO-TUNGSTENIO,,,,550.0,KGS,-,13046.0,Germany,Brazil,Not Available,550.0,KGS,-,-,Not Available,-,-,-,-,-,-,-,,550.0,,,,Brazil T1  Import
5707,2021-02-01 00:00:00,81052010,UNWROUGHT,,,,10000.0,KGS,-,319357.0,Canada,Brazil,Not Available,10000.0,KGS,-,-,Not Available,-,-,-,-,-,-,-,,10000.0,,,,Brazil T1  Import
5708,2021-05-01 00:00:00,81052021,PO DE LIGAS A BASE DE COBALTO-CROMO-TUNGSTENIO,,,,250.0,KGS,-,14118.0,China,Brazil,Not Available,250.0,KGS,-,-,Not Available,-,-,-,-,-,-,-,,250.0,,,,Brazil T1  Import
5709,2021-01-01 00:00:00,81052010,UNWROUGHT,,,,6000.0,KGS,-,193426.0,Canada,Brazil,Not Available,6000.0,KGS,-,-,Not Available,-,-,-,-,-,-,-,,6000.0,,,,Brazil T1  Import
5710,2021-03-01 00:00:00,81052010,UNWROUGHT,,,,12250.0,KGS,-,391864.0,Brazil,Brazil,Not Available,12250.0,KGS,-,-,Not Available,-,-,-,-,-,-,-,,12250.0,,,,Brazil T1  Import
5711,2021-08-01 00:00:00,81052029,OUTROS POS,,,,1000.0,KGS,-,82142.0,Canada,Brazil,Not Available,1000.0,KGS,-,-,Not Available,-,-,-,-,-,-,-,,1000.0,,,,Brazil T1  Import
5712,2021-07-01 00:00:00,81052010,UNWROUGHT,,,,8000.0,KGS,-,343482.0,Canada,Brazil,Not Available,8000.0,KGS,-,-,Not Available,-,-,-,-,-,-,-,,8000.0,,,,Brazil T1  Import
5713,2021-12-22 00:00:00,8105200000,"1. Pole Coalt-200 kg   (used for the production of instrumental steels and alloys ,  the manufacture of permanent magnets and the manufacture of paint and varnish products)  . Manufacturer Shu Powder Africa Pty. Ltdrown of the production of a ZEPTORGE MARK SHU POWDERS",LLC Company Grand Lada,,Warehouse Seinehaven Steinweg,200.0,,-,15400.0,South Africa,Ukraine,Not Available,200.0,KGS,-,0,Not Available,-,-,-,-,-,-,-,,249.0,"03151, Kyiv, street Ushinsky, bldg. 40, Ukraine",Specialty Metals Resources S.A.,,Ukraine T3+  Import
5714,2021-08-02 00:00:00,810520000019,SPC315m (Based on Sales 140lb),TUSA MOTOR INDUSTRY INC,,Oerl kon Metco Europe Gmbh,63.56,KGS,-,8419.6,United States,Turkey,Istanbul,63.56,KGS,-,-,Not Available,-,-,21341453IM137570,-,-,-,-,Others,0.0,,,,Turkey T3  Import
5715,2021-06-18 00:00:00,8105200000,"COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; COBALT AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP. , COBALT POWDERS",MANAR AZIM,,ABALIOGLU TEKSTIL SAN A S,10.9,KGS,-,0.255,Germany,Tanzania,Not Available,10.9,KGS,0,0,Not Available,-,-,,-,-,-,-,,0.0,,,,Tanzania T3  Import
5716,2021-09-27 00:00:00,810520000012,Cobalt powder,BTECH DEFENSE AVIATION MEDICAL AND ADVANCED TECHNOLOGIES SANAY T CARET ANON M RKET,,CARPENTER ADDIVE,20.0,KGS,-,200.0,United States,Turkey,Esenboga Apt/ankara,20.0,KGS,-,-,Not Available,-,-,21060200IM045661,-,-,-,-,Cobalt powders,0.0,,,,Turkey T3  Import
5717,2021-04-25 00:00:00,8105200000,"COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; COBALT AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP. , COBALT POWDERS",MANAR AZIM,,ABALIOGLU TEKSTIL SAN A S,10.9,KGS,-,0.255,Germany,Tanzania,Not Available,10.9,KGS,0,0,Not Available,-,-,,-,-,-,-,,0.0,,,,Tanzania T3  Import
5718,2021-03-15 00:00:00,8105200000,"COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; COBALT AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP. , COBALT POWDERS",MANAR AZIM,,ABALIOGLU TEKSTIL SAN A S,10.9,KGS,-,0.255,Germany,Tanzania,Not Available,10.9,KGS,0,0,Not Available,-,-,,-,-,-,-,,0.0,,,,Tanzania T3  Import
5719,2021-03-09 00:00:00,8105200000,"COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; COBALT AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP. , COBALT POWDERS",MANAR AZIM,,ABALIOGLU TEKSTIL SAN A S,10.9,KGS,-,0.255,Germany,Tanzania,Not Available,10.9,KGS,0,0,Not Available,-,-,,-,-,-,-,,0.0,,,,Tanzania T3  Import
5720,2021-05-20 00:00:00,8105200000,"COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; COBALT AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP. , COBALT POWDERS",MANAR AZIM,,ABALIOGLU TEKSTIL SAN A S,10.9,KGS,-,0.255,Germany,Tanzania,Not Available,10.9,KGS,0,0,Not Available,-,-,,-,-,-,-,,0.0,,,,Tanzania T3  Import
5721,2021-02-25 00:00:00,810520000019,"CoCR Ingot, ASTM F75 (Cobalt)",NOUR NAHAD SHARGH NAMAD COMPANY,,Tara Technic Metal Medical Metallurgy Industry and Trade Import Export Limited Company,1500.48,KGS,-,102403.95,Turkey,Iran,Not Available,1500.48,KGS,-,-,Erenkoy,-,-,21341200EX065077,-,-,-,-,Others,0.0,,,,Turkey T3  Export
5722,2021-05-06 00:00:00,810520000019,Cobalt Carbonate Cobalt Carbonate,ICONICHEM WIDNES LTD,,ET BAKIR ANON M RKET,200000.0,KGS,-,2735492.0,Turkey,United Kingdom,Not Available,200000.0,KGS,-,-,Gemlik,-,-,21160400EX049630,-,-,-,-,Others,0.0,MOSS BANK ROAD WIDNES CHESHIRE WA80RUSDNF,,,Turkey T3  Export
5723,2021-04-27 00:00:00,810520000012,METAL TOZLARI (COCR),Weldwell Spec alty Pvt Ltd,,Sentes Bir Metallurgy Chemistry Energy Production and Recycling Technologies Industry Trade Joint Stock Company,500.0,KGS,-,22174.35,Turkey,India,Not Available,500.0,KGS,-,-,Izmir,-,-,21350700EX008038,-,-,-,-,Cobalt powders,0.0,,,,Turkey T3  Export
5724,2021-02-18 00:00:00,810520000012,Cobalt powders,Three S Medical Special Oral and Dental Sagittal Sagittal,,S S SCHEFTNER GMBH,18.0,KGS,-,2127.53,Germany,Turkey,Izmir,18.0,KGS,-,-,Not Available,-,-,21350300IM016498,-,-,-,-,Cobalt powders,0.0,,,,Turkey T3  Import
5725,2021-02-01 00:00:00,810520000012,Cobalt powder,Edel Metal Limited Company,,DELORO WEAR SOLUT ONS GMBH,50.0,KGS,-,3618.74,Germany,Turkey,Not Available,50.0,KGS,-,-,Not Available,-,-,21341300IM017440,-,-,-,-,Cobalt powders,0.0,,,,Turkey T3  Import
5726,2021-08-02 00:00:00,810520000019,Trıbaloy T800PS,TUSA MOTOR INDUSTRY INC,,DELORO WEAR SOLUT ONS GMBH,874.54,KGS,-,90479.49,Germany,Turkey,Ahl Cargo,874.54,KGS,-,-,Not Available,-,-,21340300IM203330,-,-,-,-,Others,0.0,,,,Turkey T3  Import
5727,2021-07-14 00:00:00,810520000011,"Raw Cobalt (4409,24 LB) Raw Cobalt",Sentes Bir Metallurgy Chemistry Energy Production and Recycling Technologies Industry Trade Joint Stock Company,,TRAXYS EUROPE S A,2000.0,KGS,-,90609.88,Canada,Turkey,Izmir,2000.0,KGS,-,-,Not Available,-,-,21350300IM072031,-,-,-,-,Unpublished cobalt,0.0,,,,Turkey T3  Import
5728,2021-03-31 00:00:00,810520000019,"Cobalt, Powder, <150 Micron,> = 99.9% ME &",INTERLAB LABORATORY PRODUCTS INDUSTRY AND TRADE JOINT STOCK COMPANY,,SIGMA ALDRICH CHEMIE GMBH,1.0,UNT,-,59.52,Germany,Turkey,Not Available,1.0,UNT,-,-,Not Available,-,-,21341300IM065279,-,-,-,-,Others,0.0,,,,Turkey T3  Import
5729,2021-06-28 00:00:00,810520000012,Cobalt powder,Team Metal Dusts Industry and Tic A,,UMICORE SPECIALITY POWDERS FRANCE,100.0,KGS,-,6617.37,France,Turkey,Not Available,100.0,KGS,-,-,Not Available,-,-,21341300IM134052,-,-,-,-,Cobalt powders,0.0,,,,Turkey T3  Import
5730,2021-04-15 00:00:00,810520000012,Other cobalt powders,ENSAN SPARE PARTS AND MACHINERY INDUSTRY TRADE LIMITED COMPANY,,H ganas Belg um S A,20.0,KGS,-,1214.25,Belgium,Turkey,Erenkoy,20.0,KGS,-,-,Not Available,-,-,21341200IM080275,-,-,-,-,Cobalt powders,0.0,,,,Turkey T3  Import
5731,2021-01-26 00:00:00,810520000012,Cobalt powders,Baymet D Tic Ltd ti,,N V UMICORE S A,1500.0,KGS,-,76500.78,Belgium,Turkey,Not Available,1500.0,KGS,-,-,Not Available,-,-,21341300IM013492,-,-,-,-,Cobalt powders,0.0,,,,Turkey T3  Import
5732,2021-04-13 00:00:00,810520000011,"Raw Cobalt (4409,24 LB) Raw Cobalt",Sentes Bir Metallurgy Chemistry Energy Production and Recycling Technologies Industry Trade Joint Stock Company,,TRAXYS EUROPE S A,2000.0,KGS,-,106483.15,Netherlands,Turkey,Izmir,2000.0,KGS,-,-,Not Available,-,-,21350300IM038007,-,-,-,-,,0.0,,,,Turkey T3  Import
5733,2021-06-04 00:00:00,810520000011,Cobalt Metal Cut Cathodes,EGE KIMYA SANAYI VE TICARET AS,,TRAXYS EUROPE S A,5000.0,KGS,-,212073.55,Netherlands,Turkey,Erenkoy,5000.0,KGS,-,-,Not Available,-,-,21341200IM117681,-,-,-,-,Unpublished cobalt,0.0,,,,Turkey T3  Import
5734,2021-11-25 00:00:00,810520000012,Cobalt powders,Three S Medical Special Oral and Dental Sagittal Sagittal,,S S SCHEFTNER GMBH,36.0,KGS,-,3351.32,Germany,Turkey,Izmir,36.0,KGS,-,-,Not Available,-,-,21350300IM118447,-,-,-,-,Cobalt powders,0.0,,,,Turkey T3  Import
5735,2021-11-23 00:00:00,810520000012,Cobalt powder,SUPSAN MOTOR SUPAPLARI INDUSTRY AND TRADE INC,,H ganas Belg um S A,270.0,KGS,-,12295.13,Belgium,Turkey,Not Available,270.0,KGS,-,-,Not Available,-,-,21341300IM249557,-,-,-,-,Cobalt powders,0.0,,,,Turkey T3  Import
5736,2021-05-03 00:00:00,810520000012,Cobalt powder (free  sample),TEKN KA MAK NA K TANAY VE T C LT,,WALL COLMONOY LIMITED,5.0,KGS,-,379.04,United Kingdom,Turkey,Ahl Cargo,5.0,KGS,-,-,Not Available,-,-,21340300IM120567,-,-,-,-,Cobalt powders,0.0,,"ALLOY INDUSTRIAL ESTATE PONTARDAWE, SWANSEA SA 84 HL  UNITED KINGDOM",,Turkey T3  Import
5737,2021-10-25 00:00:00,810520000012,Cobalt powder,SUPSAN MOTOR SUPAPLARI INDUSTRY AND TRADE INC,,H ganas Belg um S A,250.0,KGS,-,8825.49,Belgium,Turkey,Not Available,250.0,KGS,-,-,Not Available,-,-,21341300IM224038,-,-,-,-,Cobalt powders,0.0,,,,Turkey T3  Import
5738,2021-11-10 00:00:00,810520000011,Cobalt Metal,EGE KIMYA SANAYI VE TICARET AS,,TRAXYS EUROPE S A,6000.0,KGS,-,292967.54,Canada,Turkey,Erenkoy,6000.0,KGS,-,-,Not Available,-,-,21341200IM234289,-,-,-,-,Unpublished cobalt,0.0,,,,Turkey T3  Import
5739,2021-11-04 00:00:00,810520000011,Cobalt alloy ingot for casting (free),Gur Metal Sensitive Casting Industry and Trade Joint Stock Company,,NEWDEV SARL,142.3,KGS,-,4217.17,United Kingdom,Turkey,Erenkoy,142.3,KGS,-,-,Not Available,-,-,21341200IM229170,-,-,-,-,Unpublished cobalt,0.0,,,,Turkey T3  Import
5740,2021-11-05 00:00:00,810520000011,Unpublished cobalt,Gur Metal Sensitive Casting Industry and Trade Joint Stock Company,,ELG UTIKA ALLOYS LTD,460.0,KGS,-,16486.55,United Kingdom,Turkey,Erenkoy,460.0,KGS,-,-,Not Available,-,-,21341200IM230657,-,-,-,-,Unpublished cobalt,0.0,,,,Turkey T3  Import
5741,2021-12-24 00:00:00,810520000012,20 %9045Mnicals 80 %WCCast Carbide FuseweldingTozu 20106 μm,Weldwell Spec alty Pvt Ltd,,Sentes Bir Metallurgy Chemistry Energy Production and Recycling Technologies Industry Trade Joint Stock Company,5.0,KGS,-,267.0,Turkey,India,Not Available,5.0,KGS,-,-,Istanbul,-,-,21341453EX00227089,-,-,-,-,Cobalt powders,0.0,,,,Turkey T3  Export
5742,2021-12-24 00:00:00,810520000012,"15550 Dust 50 %9056, 50 %WCCast 44125Loum 5kg",NSM LLC NOV KOV SPEC AL MATER ALS L M TED L AB L TY COMPANY,,Sentes Bir Metallurgy Chemistry Energy Production and Recycling Technologies Industry Trade Joint Stock Company,3.0,KGS,-,141.96,Turkey,Russia,Not Available,3.0,KGS,-,-,Istanbul,-,-,21341453EX00227439,-,-,-,-,Cobalt powders,0.0,,,,Turkey T3  Export
5743,2021-03-30 00:00:00,810520000012,Powder from cobalt to be used in the manufacture of aircraft motor parts (50 lb = 22.68 kg) based on sale),TUSA MOTOR INDUSTRY INC,,Praxa r Surface Technologies GmbH,22.68,KGS,-,3621.5,Germany,Turkey,Ahl Cargo,22.68,KGS,-,-,Not Available,-,-,21340300IM086229,-,-,-,-,Cobalt powders,0.0,,,,Turkey T3  Import
5744,2021-03-25 00:00:00,810520000011,Cobalt Metal CTT CMBA CO 99.8 %,EGE KIMYA SANAYI VE TICARET AS,,TRAXYS EUROPE S A,5000.0,KGS,-,220869.85,Morocco,Turkey,Erenkoy,5000.0,KGS,-,-,Not Available,-,-,21341200IM063523,-,-,-,-,Unpublished cobalt,0.0,,,,Turkey T3  Import
5745,2021-01-20 00:00:00,810520000012,Cobalt powder,OKAYTA MINING ENGINEERING CONSTRUCTION AUTOMOTIVE INDUSTRY TRADE LIMITED COMPANY,,N V UMICORE S A,1000.0,KGS,-,49209.0,Belgium,Turkey,Erenkoy,1000.0,KGS,-,-,Not Available,-,-,21341200IM011140,-,-,-,-,Cobalt powders,0.0,,,,Turkey T3  Import
5746,2021-04-09 00:00:00,81052090,BOND 441 01/P1,PT SAINT GOBAIN ABRASIVES DIAMAS,,SAINT GOBAIN HPM POLSKA SP ZO O UL NORTON 1 62 600 KOLO POLAND,1.0,KGS,-,243.53,Poland,Indonesia,Soekarno-hatta Apt/jakarta,1.0,KGM,243.53,0,Czaplinek,-,-,111079,-,-,-,-,,0.0,JL.RAYA BEKASI KM.27 PONDOK UNGU HARAPAN JAYA-BEKASI UTARA KOTA BEKASI,"TEL:(63)2617435 FAX:(63)2720013
EORI NUMBER:PL666000322600000",,Indonesia T3  Import
5747,2021-06-22 00:00:00,81052090,BOND 488.03-P1 -,PT SAINT GOBAIN ABRASIVES DIAMAS,,SAINT GOBAIN HPM POLSKA SP ZO O UL NORTON 1 62 600 KOLO POLAND,5.0,KGS,-,774.24,Poland,Indonesia,Soekarno-hatta Apt/jakarta,5.0,KGM,154.848,2.5,Warszawa,-,-,192944,-,-,-,-,,0.0,JL.RAYA BEKASI KM.27 PONDOK UNGU HARAPAN JAYA-BEKASI UTARA KOTA BEKASI,"TEL:(63)2617435 FAX:(63)2720013
EORI NUMBER:PL666000322600000",,Indonesia T3  Import
5748,2021-08-05 00:00:00,81052090,BOND 443.10-P0   (L57 -3-3)  ,PT SAINT GOBAIN ABRASIVES DIAMAS,,SAINT GOBAIN HPM POLSKA SP ZO O UL NORTON 1 62 600 KOLO POLAND,3.0,KGS,-,816.77,Poland,Indonesia,Soekarno-hatta Apt/jakarta,3.0,KGM,272.256666666667,2.5,Warszawa,-,-,241604,-,-,-,-,,0.0,JL.RAYA BEKASI KM.27 PONDOK UNGU HARAPAN JAYA-BEKASI UTARA KOTA BEKASI,"TEL:(63)2617435 FAX:(63)2720013
EORI NUMBER:PL666000322600000",,Indonesia T3  Import
5749,2021-08-27 00:00:00,81052090,BOND 488.03-P1 -,PT SAINT GOBAIN ABRASIVES DIAMAS,,SAINT GOBAIN HPM POLSKA SP ZO O UL NORTON 1 62 600 KOLO POLAND,5.0,KGS,-,880.09,Poland,Indonesia,Soekarno-hatta Apt/jakarta,5.0,KGM,176.018,2.5,Warszawa,-,-,265561,-,-,-,-,,0.0,JL.RAYA BEKASI KM.27 PONDOK UNGU HARAPAN JAYA-BEKASI UTARA KOTA BEKASI,"TEL:(63)2617435 FAX:(63)2720013
EORI NUMBER:PL666000322600000",,Indonesia T3  Import
5750,2021-09-14 00:00:00,81052090,BOND 441.02-P0.65 -,PT SAINT GOBAIN ABRASIVES DIAMAS,,SAINT GOBAIN HPM POLSKA SP ZO O UL NORTON 1 62 600 KOLO POLAND,5.0,KGS,-,884.23,Poland,Indonesia,Soekarno-hatta Apt/jakarta,5.0,KGM,176.846,2.5,Warszawa,-,-,286115,-,-,-,-,,0.0,JL.RAYA BEKASI KM.27 PONDOK UNGU HARAPAN JAYA-BEKASI UTARA KOTA BEKASI,"TEL:(63)2617435 FAX:(63)2720013
EORI NUMBER:PL666000322600000",,Indonesia T3  Import
5751,2021-02-23 00:00:00,81052029000K,BRAND: HOGANAS|111635,MAHLE ARGENTINA SA,,,2340.0,KGS,-,81356.29,Belgium,Argentina,Not Available,2340.0,KGS,-,-,Not Available,-,-,-,-,-,-,-,OTHERS,0.0,,,,Argentina T2  Import
5752,2021-02-03 00:00:00,81052090000K,BRAND: SIEMENS|PM0A62E18H36,SIEMENS SA,,,48.0,UNT,-,3538.77,Germany,Argentina,Not Available,48.0,NOS,-,-,Not Available,-,-,-,-,-,-,-,OTHERS,0.0,,,,Argentina T2  Import
5753,2021-01-13 00:00:00,81052029000K,BRAND: HOGANAS|114320,MAHLE ARGENTINA SA,,,1900.0,KGS,-,66918.43,Belgium,Argentina,Not Available,1900.0,KGS,-,-,Not Available,-,-,-,-,-,-,-,OTHERS,0.0,,,,Argentina T2  Import
5754,2021-01-13 00:00:00,81052029000K,BRAND: HOGANAS|111635,MAHLE ARGENTINA SA,,,1900.0,KGS,-,66918.43,Belgium,Argentina,Not Available,1900.0,KGS,-,-,Not Available,-,-,-,-,-,-,-,OTHERS,0.0,,,,Argentina T2  Import
5755,2021-03-31 00:00:00,81052090000K,BRAND: SIEMENS|PM0A62E18H36,SIEMENS SA,,,48.0,UNT,-,4025.47,Germany,Argentina,Not Available,48.0,NOS,-,-,Not Available,-,-,-,-,-,-,-,OTHERS,0.0,,,,Argentina T2  Import
5756,2021-12-01 00:00:00,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.348,TON,-,18575.0,United Kingdom,Sweden,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Sweden T1  Import
5757,2021-12-01 00:00:00,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,6.239,TON,-,479010.23,Germany,Austria,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Austria T1  Import
5758,2021-12-01 00:00:00,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,186.552,TON,-,10213811.36,Germany,Belgium,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Import
5759,2021-12-01 00:00:00,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,29.04,TON,-,1777956.82,Luxembourg,Belgium,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Import
5760,2021-12-01 00:00:00,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,40.0,TON,-,2694404.55,Madagascar,Belgium,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Import
5761,2021-12-01 00:00:00,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.005,TON,-,662.5,Germany,Slovakia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Slovakia T1  Import
5762,2021-12-01 00:00:00,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.242,TON,-,1715.91,Japan,Sweden,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Sweden T1  Import
5763,2021-12-01 00:00:00,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,256.876,TON,-,552921.59,United States,Belgium,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Import
5764,2021-04-02 00:00:00,81052090,"3CP0105060 #&Cobalt COBALITE POWDER HDR Powder (ingredient: CAS: 7440-50-8: 5- <10%, 7439-89-6: 65- <70%, 7440-48-4- 25- <30%)",SEM DIAMOND CO LTD,,DDDIA CORPORATION,300.0,KGS,-,20736.0,South Korea,Vietnam,O P Vietnam,300.0,KGS,69.12,0,Paris,-,-,,-,-,-,-,,0.0,Industrial Zone Deep C 2B Belonging to Dinh Vu - Cat Hai Economic ZoneDong Hai 2 WardHai An DistrictHai Phong CityVietnam2252299278,"167-40, ASANBAELLI-RO, 388 BEON-GIL, DUNPO-MYEON, ASAN-SI, CHUNGCHEONGNAM-DO, REPUBLIC OF KOREA, POST#31408, KR",,Vietnam T3  Import
5765,2021-06-11 00:00:00,81052010,13000200 # & Industrial Metal Powder Cobalt Powder Extra Fine (MHO) used in saw blade manufacturing industry,EHWA GLOBAL CO LTD,,EHWA DIAMOND INDCO LTD,500.0,KGS,-,39645.0,Belgium,Vietnam,Green,500.0,KGS,79.29,0,O P Vietnam,-,-,050621KMTCINC3497407,-,-,-,-,,2891.0,"Lot N80 Industrial Park In8.1 sockets - Luong Dien Dien Commune, Cam, Cam Giang District, Hai Duong Province","#520-2,WON-DONG,OSAN-SI,KYONGKI-DO,COO NO.K069-18-0030764 DT.11.01.18 ISSUED IN THE REPUBLIC OF KOREA  KOREA,REPUBLIC OF",,Vietnam T3  Import
5766,2021-03-02 00:00:00,8105200009,Cobalt electrolyte,Metal Trade Oruptings AG Warehouse Altamira,,JSC Kola Mining and Metallurgical Company,0.0,UNT,-,0.0,Russia,Netherlands,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,62077.0,,,,Russia T3  Export
5767,2021-03-18 00:00:00,8105200009,Cobalt Metallurgy Product - Cobalt Concentrate,Metal Trade Oruptings AG Warehouse Altamira,,JSC Kola Mining and Metallurgical Company,0.0,UNT,-,0.0,Russia,Belgium,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,63000.0,,,,Russia T3  Export
5768,2021-02-25 00:00:00,810520000019,"CoCR Ingot, ASTM F75 (Cobalt)",NOUR NAHAD SHARGH NAMAD COMPANY,,Tara Technic Metal Medical Metallurgy Industry and Trade Import Export Limited Company,1500.48,KGS,-,102403.95,Turkey,Iran,Not Available,1500.48,KGS,-,-,Erenkoy,-,-,21341200EX065077,-,-,-,-,Others,0.0,,,,Turkey T3  Export
5769,2021-09-23 00:00:00,810520000012,Metal powders (COCR),KMX DISTRIBUTION SA PTY LTD,,Sentes Bir Metallurgy Chemistry Energy Production and Recycling Technologies Industry Trade Joint Stock Company,152.0,KGS,-,2395.35,Turkey,South Africa,Not Available,152.0,KGS,-,-,Istanbul,-,-,21341453EX144958,-,-,-,-,Cobalt powders,0.0,,,,Turkey T3  Export
5770,2021-01-14 00:00:00,8105200009,Cobalt Metallurgy Product - Cobalt Concentrate,METAL TRADE OVERSEAS AG WAREHOUSE ALTAMIRA,,JSC Kola Mining and Metallurgical Company,0.0,UNT,-,0.0,Russia,Belgium,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,63000.0,,,,Russia T3  Export
5771,2021-08-10 00:00:00,810520000012,Metal powders (COCR),KMX DISTRIBUTION SA PTY LTD,,Sentes Bir Metallurgy Chemistry Energy Production and Recycling Technologies Industry Trade Joint Stock Company,150.0,KGS,-,2469.24,Turkey,South Africa,Not Available,150.0,KGS,-,-,Istanbul,-,-,21341453EX109647,-,-,-,-,Cobalt powders,0.0,,,,Turkey T3  Export
5772,2021-07-30 00:00:00,810520000012,Metal powders (COCR),Rane ENGINE VALVE LTD,,Sentes Bir Metallurgy Chemistry Energy Production and Recycling Technologies Industry Trade Joint Stock Company,800.0,KGS,-,27968.0,Turkey,India,Not Available,800.0,KGS,-,-,Aliaga,-,-,21351900EX121021,-,-,-,-,Cobalt powders,0.0,,,,Turkey T3  Export
5773,2021-07-30 00:00:00,810520000012,Metal powders (COCR),Weldwell Spec alty Pvt Ltd,,Sentes Bir Metallurgy Chemistry Energy Production and Recycling Technologies Industry Trade Joint Stock Company,375.0,KGS,-,15658.4,Turkey,India,Not Available,375.0,KGS,-,-,Aliaga,-,-,21351900EX120787,-,-,-,-,Cobalt powders,0.0,,,,Turkey T3  Export
5774,2021-06-30 00:00:00,810520000012,Metal powders (COCR),KMX DISTRIBUTION SA PTY LTD,,Sentes Bir Metallurgy Chemistry Energy Production and Recycling Technologies Industry Trade Joint Stock Company,100.0,KGS,-,2383.6,Turkey,South Africa,Not Available,100.0,KGS,-,-,Izmir,-,-,21350700EX012969,-,-,-,-,Cobalt powders,0.0,,,,Turkey T3  Export
5775,2021-08-11 00:00:00,810520000019,Cobalt Carbonate  Cobalt Carbonate,SAMSUNG C T HONGKONG LTD,,ET BAKIR ANON M RKET,75000.0,KGS,-,1461854.86,Turkey,South Korea,Not Available,75000.0,KGS,-,-,Mersin,-,-,21330100EX160653,-,-,-,-,Others,0.0,,,,Turkey T3  Export
5776,2021-07-30 00:00:00,810520000012,Metal powders (COCR),Rane ENGINE VALVE LTD,,Sentes Bir Metallurgy Chemistry Energy Production and Recycling Technologies Industry Trade Joint Stock Company,800.0,KGS,-,27968.0,Turkey,India,Not Available,800.0,KGS,-,-,Aliaga,-,-,21351900EX121021,-,-,-,-,Cobalt powders,0.0,,,,Turkey T3  Export
5777,2021-08-20 00:00:00,810520000019,Cobalt Carbonate  Cobalt Carbonate,ICONICHEM WIDNES LTD,,ET BAKIR ANON M RKET,25000.0,KGS,-,413621.38,Turkey,Spain,Not Available,25000.0,KGS,-,-,Mersin,-,-,21330100EX167328,-,-,-,-,Others,0.0,,,,Turkey T3  Export
