,Date,HS Code,Product Description,Consignee,Notify Party Name,Shipper,Std. Quantity,Std. Unit,Standard Unit Rate INR,Value,Country of Origin,Country of Destination,Port of Destination,Quantity,Unit,Unit Rate $,Actual Duty,Port of Origin,Shipment Mode,Measurment,Bill of Entry No,Port of Delivery,Container TEU,Freight Term,Marks Number,HS Product Description,Gross Weight,Consignee Address,Shipper Address,Notify Party Address,Country Name
2182,2020-07-20 00:00:00,81041100,"MAGNESIUM >> MAGNESIUM CUTT MAGNESIUM CUTT ENDS SPEC:MG- 99.90% MIN , FE-0.04%MAX , SI-0.03% MAX , CU-0.004%MAX , NI-0.001% MAX , AL-0.002% MAX , SIZE:0.5-1 KG",SANJAY COMMERCIAL CO,,POINTER INVESTMENT H K LTD,20000.0,KGS,-,39200.0,China,India,Calcutta Sea,20.0,MTS,1960,-,Xingang,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste an and scrap",0.0,"FMC FORTUNA , B - A , 5TH FLOOR 234/3A , A . J . C BOSE RD , KOLKATA - 700 020 , WEST BENGAL INDIA","RM. 3408, CHINA MERCHANTS TOWER, SHUN|TAK CENTRE, 168-200 CONNAUGHT ROAD C|ENTRAL, HONG KONG, HONG KONG",,India T3  Import
2183,2020-09-24 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT ,KOTHARI METALS LTD,,GLOBAL METAL RESOURCES LIMITED UNIT G 1 F MAU LAM COMM BUILDING,25000.0,KGS,-,49125.0,China,India,Jnpt,25000.0,KGS,1.965,-,Xingang,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste an and scrap",0.0,"PLOT NO.96.SECTOR-3.IMT MANESAR.GURGAON-122 050.HARYANA ,INDIA","16 - 18, MAU LAM ST JORDAN 
KOWLOON, HONG KONG",,India T3  Import
2184,2020-12-25 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOTS MAGNESIUM INGOTS 99.9% ,VEDANTA LIMITED,,SILICA TRADING CO LTD,48000.0,KGS,-,91122.3635997314,China,India,Vizag Sea,48000.0,KGS,1.898,-,Xingang,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste an and scrap",0.0,"RJ-ON-90/1, NO.39, SARDAR CLUB SCHEME OPPOSITE CHAAMI POLO GROUND AIR FORCE ROAD JODHPUR Rajasthan 342011, India","NO.65 FENGNAN ST, FENGYUAN DISTTAICHUNG CITY 420 TAIWAN(R.O.C)   CN",,India T3  Import
2185,2021-01-20 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT 99.9% ,M M CERAMICS FERRO ALLOYS,,M S MULTI METALS HARBOUR PTE LTD,25000.0,KGS,-,47878.7432432432,China,India,Gurgaon Icd,25.0,MTS,1915.15,-,Tianjin,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste an and scrap",0.0,"501/502, 5TH FLOOR, NAVKAR COMMERCIA|OPP ANDHERI COURT, ANDHERI|MUMBAI, MAHARASHTRA, 400069",,,India T3  Import
2186,2021-02-06 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT,PENTAPHOS INDUSTRIES PRIVATE LIMITED,,LONG TENG INTERNATIONAL TRADING DEVELOP CO LTD,50000.0,KGS,-,125334.857723577,China,India,Jnpt,50000.0,KGS,2.507,-,Tianjin,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"101 MUKTANGAN 10TH FLOOR,SAROJINI ROAD SANTACRUZ WEST",,,India T3  Import
2187,2021-02-24 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT WITH MG 99.9% MINIMUM AS PER DOCUMENT -P.L & PO NO:4723000717,JINDAL SAW LIMITED,,M S PRAGS INDUSTRIAL CO LTD CHINA,20000.0,KGS,-,50000.0,China,India,Mundra,20000.0,KGS,2.5,-,Xingang,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"SURVEY NO 94/1, 94/2 & 96, 93-P, 95|VILLAGE:NANAKAPAYA, TALUKA-|MUNDRA, KUTCH-370415, GUJARAT",,,India T3  Import
2188,2021-01-28 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOTS PURE MAGNESIUM INGOTS WITH 99.9% PURITY MINIMUM AS PER DOCUMENT -P.L & PO NO:4723000712 ,JINDAL SAW LIMITED,,M S LONG TENG INTERNATIONAL TRADIN,20000.0,KGS,-,52700.0,China,India,Mundra,20000.0,KGS,2.635,-,Xingang,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste an and scrap",0.0,"SURVEY NO 94/1, 94/2 & 96, 93-P, 95|VILLAGE:NANAKAPAYA, TALUKA-|MUNDRA, KUTCH-370415, GUJARAT",,,India T3  Import
2189,2021-01-17 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT 99.9% MIN ,M M CERAMICS FERRO ALLOYS,,M S EASTOP SG LIMITED,25000.0,KGS,-,54379.2432432432,China,India,Mundra,25.0,MTS,2175.17,-,Tianjin,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste an and scrap",0.0,"501/502, 5TH FLOOR, NAVKAR COMMERCIA|OPP ANDHERI COURT, ANDHERI|MUMBAI, MAHARASHTRA, 400069",,,India T3  Import
2190,2021-01-17 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT 99.9% ,M M CERAMICS FERRO ALLOYS,,M S HONGKONG HC TRADE LIMITED,25000.0,KGS,-,49003.8108108108,China,India,Mundra,25.0,MTS,1960.152,-,Xingang,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste an and scrap",0.0,"501/502, 5TH FLOOR, NAVKAR COMMERCIA|OPP ANDHERI COURT, ANDHERI|MUMBAI, MAHARASHTRA, 400069",,,India T3  Import
2191,2021-01-20 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT   MG 99.9 %   ,EMPIRE INDUSTRIES,,MERIDIAN GLOBAL RESOURCES HK LIMITED,50000.0,KGS,-,125250.0,China,India,Jnpt,50000.0,KGS,2.505,-,Not Available,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste an and scrap",0.0,"PLOT NO 5134 GIDC ESTATE, ANKLESHWAR,","RM 604-5 6/F EASEY COMM BLDG 253-26 1 HENNESSY RD WAN CHAI Hong Kong, , Hong Kong Hong Kong",,India T3  Import
2192,2021-01-09 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT 99.9% MIN ,EURO LABS,,PRAGS INDUSTRIAL CO LTD,50000.0,KGS,-,112500.0,China,India,Jnpt,50.0,MTS,2250,-,Xingang,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste an and scrap",0.0,"A-404, SHASHI TARA, S.V.P. ROAD, , BORIVALI (W),","2017-2018, 27FL, NORTH TOWER,HUACHENG INTERNATIONAL MANSION NO 162, WUSI ROAD, FUZHOU, FUJIAN  CN",,India T3  Import
2193,2021-01-22 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOTS MAGNESIUM INGOTS   99.9% MIN.   ,METAL ALLOYS INDIA,,PAN PACIFIC METAL CO LTD,25000.0,KGS,-,54485.4434664861,China,India,Jnpt,25000.0,KGS,2.179,-,Tianjin,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste an and scrap",0.0,"24, SUKHANAND CHAWL, ,KHATTAR GALLI, C.P.TANK, ,,","304 CHEVALIER HOUSE,45-51 CHATHAM ROAD SOUTH TSIM SHA TSUI, KOWLOONSDNF",,India T3  Import
2194,2021-01-17 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT 99.926% ,J POONAMCHAND SONS,,DINXIN ALLOY MATERIAL LIMITED,20000.0,KGS,-,47000.0,China,India,Jnpt,20.0,MTS,2350,-,Xingcheng,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste an and scrap",0.0,"499/501,J.S.S. ROAD, CHIRA BAZAR, , ,, ",,,India T3  Import
2195,2021-01-13 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOTS MAGNESIUM INGOTS   99.9% MIN.   ,METAL ALLOYS INDIA,,FUSHENGYUAN TRADING CO LIMITED,25000.0,KGS,-,54375.0,China,India,Jnpt,25000.0,KGS,2.175,-,Tianjin,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste an and scrap",0.0,"24, SUKHANAND CHAWL, ,KHATTAR GALLI, C.P.TANK, ,,","RM 1607 TREND CTR 29-31 CHEUNG , LEE ST CHAI WAN , HONG KONG  HONG KONG",,India T3  Import
2196,2021-01-17 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT ,PHOOLCHAND BHAGATSINGH 17 A SURVEY NO 15 KHANDAGLE,,LONG TENG INTERNATIONAL TRADING DEVELOP CO LTD,25000.0,KGS,-,54125.0,China,India,Jnpt,25.0,MTS,2165,-,Xingang,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste an and scrap",0.0,"ESTATE , PURNA VILLAGE , TALUKA :
BHIWANDI ,DISTRICT : THANE  421302
MAHARASHTRA ( INDIA )***",,,India T3  Import
2197,2021-09-20 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT,ASIA METALS FERRO ALLOYS,,MERIDIAN GLOBAL RESOURCES HK LIMITED,25000.0,KGS,-,86500.0,China,India,Jnpt,25000.0,KGS,3.46,-,Not Available,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"44 C P TANK ROAD ,IIND FLOOR , ,","RM 604-5 6/F EASEY COMM BLDG 253-26 1 HENNESSY RD WAN CHAI Hong Kong, , Hong Kong Hong Kong",,India T3  Import
2198,2021-09-09 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT 99.9% MIN,EURO LABS,,CHAMP MERIT HK LIMITED,25000.0,KGS,-,80625.0,China,India,Jnpt,25000.0,KGS,3.225,-,Not Available,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"A-404, SHASHI TARA, S.V.P. ROAD, , BORIVALI (W),",,,India T3  Import
2199,2021-09-08 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT 99.9% MIN,EURO LABS,,CHAMP MERIT HK LIMITED,25000.0,KGS,-,80625.0,China,India,Jnpt,25000.0,KGS,3.225,-,Not Available,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"A-404, SHASHI TARA, S.V.P. ROAD, , BORIVALI (W),",,,India T3  Import
2200,2021-10-05 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT 99.9% MIN,EURO LABS,,CHAMP MERIT HK LIMITED,25000.0,KGS,-,92125.0,China,India,Jnpt,25.0,MTS,3685,-,Not Available,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"A-404, SHASHI TARA, S.V.P. ROAD, , BORIVALI (W),",,,India T3  Import
2201,2021-10-13 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT,JPS METALS PRIVATE LIMITED,,DINXIN ALLOY MATERIAL LIMITED,25000.0,KGS,-,84000.0,China,India,Jnpt,25.0,MTS,3360,-,Not Available,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"499/501 J.S.S. RD SHREEJI BHAVAN,G R. FLR BELOW VICHARE COURIER CHIRA BAZAR,",,,India T3  Import
2202,2021-11-10 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT   UNWROUGHT & UNALLOYED  ,SNAM ALLOYS PVT LTD,,GLOBAL METAL RESOURCES LIMITED UNIT G 1 F MAU LAM COMM BUILDING,25000.0,KGS,-,243750.0,China,India,Madras Sea,25.0,MTS,9750,-,Not Available,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"NO.21E, ATTIBELE INDUSTRIAL ESTATE,ATTIBELE, ANAKEL TALUK,","16 - 18, MAU LAM ST JORDAN 
KOWLOON, HONG KONG",,India T3  Import
2203,2021-10-31 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOTS PURE MAGNESIUM INGOTS   MG PURITY- MIN. 99.9%   AS PER DOCUMENT -P.L & PO NO:4723000763,JINDAL SAW LIMITED,,M S WINFRED INTERNATIONAL METAL SO,20000.0,KGS,-,108000.0,China,India,Mundra,20000.0,KGS,5.4,-,Not Available,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"SURVEY NO 94/1, 94/2 & 96, 93-P, 95|VILLAGE:NANAKAPAYA, TALUKA-|MUNDRA, KUTCH-370415, GUJARAT",,,India T3  Import
2204,2021-11-12 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOTS PURE MAGNESIUM INGOTS WITH 99.9% PURITY MINIMUM AS PER DOCUMENT -P.L & PO NO:4723000766,JINDAL SAW LIMITED,,M S LONG TENG INTERNATIONAL TRADIN,25000.0,KGS,-,278750.0,China,India,Mundra,25000.0,KGS,11.15,-,Not Available,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"SURVEY NO 94/1, 94/2 & 96, 93-P, 95|VILLAGE:NANAKAPAYA, TALUKA-|MUNDRA, KUTCH-370415, GUJARAT",,,India T3  Import
2205,2021-10-15 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOTS MAGNESIUM INGOTS,PENTAPHOS INDUSTRIES PRIVATE LIMITED,,LONG TENG INTERNATIONAL TRADING DEVELOP CO LTD,50000.0,KGS,-,167750.0,China,India,Jnpt,50000.0,KGS,3.355,-,Not Available,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"101 MUKTANGAN 10TH FLOOR,SAROJINI ROAD SANTACRUZ WEST",,,India T3  Import
2206,2021-10-18 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT MG:99.91%,CALCUTTA METAL DEPOT,,MERIDIAN GLOBAL RESOURCES HK LIMITED,40000.0,KGS,-,173500.0,China,India,Calcutta Sea,40000.0,KGS,4.338,-,Not Available,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"SRISHTI BUILDING, 12, HO CHI MINH,SARANI, SUITE- 2A & 2B, 2ND FLOORKOLKATA,WEST BENGAL","RM 604-5 6/F EASEY COMM BLDG 253-26 1 HENNESSY RD WAN CHAI Hong Kong, , Hong Kong Hong Kong",,India T3  Import
2207,2021-10-13 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT,JINDAL NICKEL ALLOYS LTD,,M S TURBOCHIP GENERAL TRADING LLC,25000.0,KGS,-,240000.0,China,India,Sonepat Icd,25.0,MTS,9600,-,Not Available,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"AG - 215, SHALIMAR BAGH",,,India T3  Import
2208,2021-11-10 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT,CHANDAK LABORATORIES PVT LTD,,CHAMP MERIT HK LIMITED,27000.0,KGS,-,294030.0,China,India,Jnpt,27000.0,KGS,10.89,-,Not Available,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"10-2-196 EAST MARREDPALLY ,",,,India T3  Import
2209,2021-11-10 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT   UNWROUGHT & UNALLOYED  ,SNAM ALLOYS PVT LTD,,GLOBAL METAL RESOURCES LIMITED UNIT G 1 F MAU LAM COMM BUILDING,24000.0,KGS,-,234000.0,China,India,Madras Sea,24.0,MTS,9750,-,Not Available,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"NO.21E, ATTIBELE INDUSTRIAL ESTATE,ATTIBELE, ANAKEL TALUK,","16 - 18, MAU LAM ST JORDAN 
KOWLOON, HONG KONG",,India T3  Import
2210,2021-05-01 00:00:00,81041100,"MAGNESIUM >> MAGNESIUM METAL MAGNESIUM METAL INGOTS  MG:99.94% ,  CU.0.0015% ,  CA.0.0023% ,  FE.0.00152% ,  MN.0.015% ,  NI.0.0001% ,  AL.0.0144% ,  CI.0.0021%",HINDALCO INDUSTRIES LIMITED P O CHOTAMURI 835 101 DIST RANCHI,,PAN PACIFIC METAL CO LTD,25000.0,KGS,-,58625.0,China,India,Calcutta Sea,25000.0,KGS,2.345,-,Xingang,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"JHARKHAND : 835 101,INDIA.      
TEL:91-33-2290-2210     
FAX:91-33-2288-2662/2288-3964","304 CHEVALIER HOUSE,45-51 CHATHAM ROAD SOUTH TSIM SHA TSUI, KOWLOONSDNF",,India T3  Import
2211,2021-05-15 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT,PENTAPHOS INDUSTRIES PRIVATE LIMITED,,LONG TENG INTERNATIONAL TRADING DEVELOP CO LTD,25000.0,KGS,-,61625.0,China,India,Jnpt,25000.0,KGS,2.465,-,Tianjin,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"101 MUKTANGAN 10TH FLOOR,SAROJINI ROAD SANTACRUZ WEST",,,India T3  Import
2212,2021-05-09 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT,JPS METALS PRIVATE LIMITED,,DINXIN ALLOY MATERIAL LIMITED,50000.0,KGS,-,122500.0,China,India,Jnpt,50.0,MTS,2450,-,Xingang,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"499/501 J.S.S. RD SHREEJI BHAVAN,G R. FLR BELOW VICHARE COURIER CHIRA BAZAR,",,,India T3  Import
2213,2021-05-05 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOTS MAGNESIUM INGOTS,METAL ALLOYS INDIA,,DD LINK RESOURCE LIMITED,20000.0,KGS,-,51600.0,China,India,Jnpt,20000.0,KGS,2.58,-,Tianjin,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"24, SUKHANAND CHAWL, ,KHATTAR GALLI, C.P.TANK, ,,",,,India T3  Import
2214,2021-05-27 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOTS MAGNESIUM INGOTS   SPEC:MG:99.95% MIN  ,SHREEJI EXPORTS,,JINXIN MINMETALS INTERNATIONAL LIMITED,122000.0,KGS,-,469700.0,China,India,Jnpt,122000.0,KGS,3.85,-,Not Available,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"456, KALBADEVI ROAD, ,1ST FLOOR, ,, .","ROOM 809, 8TH FLOOR, JIARUI,MANSION,DEVELOPMENT ZONE,YANGQUAN CITY, SHANXI PROVINCE  CN",,India T3  Import
2215,2021-05-29 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOTS PURE MAGNESIUM INGOTS WITH 99.9% PURITY MINIMUM AS PER DOCUMENT -P.L & PO NO:4723000736,JINDAL SAW LIMITED,,M S LONG TENG INTERNATIONAL TRADIN,20000.0,KGS,-,52500.0,China,India,Mundra,20000.0,KGS,2.625,-,Not Available,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"SURVEY NO 94/1, 94/2 & 96, 93-P, 95|VILLAGE:NANAKAPAYA, TALUKA-|MUNDRA, KUTCH-370415, GUJARAT",,,India T3  Import
2216,2021-05-05 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT 99.9% MIN FE0.03% MAX SI 0.05% MAX NI0.001%MAX CU0.02%MAX AL0.05%MAX MN0.05%MAX SPEC 7.5KG+-0.05KG,SIDDHI INTERNATIONAL,,SINO CHINA ASIA INVESTMENT LIMITED,25000.0,KGS,-,58625.0,China,India,Loni Icd,25.0,MTS,2345,-,Xingang,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"5870/37,BASTI HARPHOOL SINIGH ,SADAR BAZAR ,","ROOM No.2105 TJ1187 TREND CENTRE 29-31 , CHEUNG LEE STREET CHAI WAN HKHONG KONG ",,India T3  Import
2217,2021-05-31 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT,JINDAL ALUMINIUM LTD KIADB INDUSTRIAL AREA YEDAHALLI,,DK METAL WORLD LIMITED,25000.0,KGS,-,61500.0,China,India,Bangalore Icd,25000.0,KGS,2.46,-,Not Available,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"VILLAGE, TUMKUR ROAD,DABASPET,
BANGALORE 562111 INDIA. CORPORATE 
IDENTITY NO.U27203KA1970PLC002806",FLAT  84 15F PRAT  MANSON  NO.26-36PRAT  AVENUE  TSIMSHATSUI  KOWLOONINV NO. DK/201702/SIMTL-364,,India T3  Import
2218,2021-05-10 00:00:00,81041100,"MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT   MN: 99.922% ,  SIZE: 7.50KGS INGOTS  ",SNAM ALLOYS PVT LTD,,WORLD METALS ALLOYS FZC,50000.0,KGS,-,122500.0,China,India,Ennore,50.0,MTS,2450,-,Xingang,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"NO.21E, ATTIBELE INDUSTRIAL ESTATE,ATTIBELE, ANAKEL TALUK,","Q4/300, S.A.I.F ZONE,
Sharjah, United Arab Emirates
Phone No : +971 6 5578119
Fax No : 97165529398",,India T3  Import
2219,2021-06-11 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT -,PENTAPHOS INDUSTRIES PRIVATE LIMITED,,LONG TENG INTERNATIONAL TRADING DEVELOP CO LTD,100000.0,KGS,-,282000.0,China,India,Jnpt,100000.0,KGS,2.82,-,Xingang,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"101 MUKTANGAN 10TH FLOOR,SAROJINI ROAD SANTACRUZ WEST",,,India T3  Import
2220,2021-06-16 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT -,ASIA METALS FERRO ALLOYS,,SILICA TRADING CO LTD TROPIC ISLE BUILDING P O BOX 438,25000.0,KGS,-,62750.0,China,India,Jnpt,25000.0,KGS,2.51,-,Xingang,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"44 C P TANK ROAD ,IIND FLOOR , ,","TROPIC ISLE BUILDING, P.O.BOX 438,
ROAD TOWN, TORTOLA, BRITISH
VIRGIN ISLANDS",,India T3  Import
2221,2021-06-21 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOTS MAGNESIUM INGOTS   UNWROUGHT & UNALLOYED   99.92%,HINDALCO INDUSTRIES LIMITED P O CHOTAMURI 835 101 DIST RANCHI,,GLOBAL METAL RESOURCES LIMITED UNIT G 1 F MAU LAM COMM BUILDING,25000.0,KGS,-,63750.0,China,India,Calcutta Sea,25000.0,KGS,2.55,-,Xingang,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"JHARKHAND : 835 101,INDIA.      
TEL:91-33-2290-2210     
FAX:91-33-2288-2662/2288-3964","16 - 18, MAU LAM ST JORDAN 
KOWLOON, HONG KONG",,India T3  Import
2222,2021-06-02 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT -,PENTAPHOS INDUSTRIES PRIVATE LIMITED,,LONG TENG INTERNATIONAL TRADING DEVELOP CO LTD,25000.0,KGS,-,61625.0,China,India,Jnpt,25000.0,KGS,2.465,-,Xingang,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"101 MUKTANGAN 10TH FLOOR,SAROJINI ROAD SANTACRUZ WEST",,,India T3  Import
2223,2021-06-21 00:00:00,81041100,MAGNESIUM >> MAGNESIUM METAL MAGNESIUM METAL INGOTS,PARAMHANS WIRES PVT LTD,,DK METAL WORLD LIMITED,25000.0,KGS,-,62375.0,China,India,Patli Icd,25000.0,KGS,2.495,-,Xingang,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"J-30, RBI ENCLAVE, PASCHIM VIHAR , ,",FLAT  84 15F PRAT  MANSON  NO.26-36PRAT  AVENUE  TSIMSHATSUI  KOWLOONINV NO. DK/201702/SIMTL-364,,India T3  Import
2224,2021-05-30 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOTS MAGNESIUM INGOTS 99.9% MIN.,METAL ALLOYS INDIA,,TAICAI TRADE CO LIMITED,25000.0,KGS,-,61875.0,China,India,Jnpt,25000.0,KGS,2.475,-,Tianjin,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"24, SUKHANAND CHAWL, ,KHATTAR GALLI, C.P.TANK, ,,",,,India T3  Import
2225,2021-05-05 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOTS MAGNESIUM INGOTS,METAL ALLOYS INDIA,,DD LINK RESOURCE LIMITED,20000.0,KGS,-,51600.0,China,India,Jnpt,20000.0,KGS,2.58,-,Tianjin,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"24, SUKHANAND CHAWL, ,KHATTAR GALLI, C.P.TANK, ,,",,,India T3  Import
2226,2021-05-30 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOTS Magnesium Ingots   MG 99.9% min  ,M M CERAMICS FERRO ALLOYS,,M S EASTOP SG LIMITED,25000.0,KGS,-,61379.7773279352,China,India,Mundra,25000.0,KGS,2.455,-,Not Available,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"501/502, 5TH FLOOR, NAVKAR COMMERCIA|OPP ANDHERI COURT, ANDHERI|MUMBAI, MAHARASHTRA, 400069",,,India T3  Import
2227,2021-05-11 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT,ELKEM SOUTH ASIA PVT LTD,,MERIDIAN GLOBAL RESOURCES HK LIMITED,25000.0,KGS,-,61625.0,China,India,Borkhedi Icd,25000.0,KGS,2.465,-,Xingang,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,". GALA NO. R-7 TO R-12, GLOBE COMPLEX MANKOLI ANJUR-FATA RD. DAPODE - 
OWALI VILALGE 421 302 BHIWANDI,
THANE INDIA IEC NO. 0388112573","RM 604-5 6/F EASEY COMM BLDG 253-26 1 HENNESSY RD WAN CHAI Hong Kong, , Hong Kong Hong Kong",,India T3  Import
2228,2021-06-09 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT 99.9% -,HINDALCO INDUSTRIES LIMITED P O CHOTAMURI 835 101 DIST RANCHI,,SILICA TRADING CO LTD TROPIC ISLE BUILDING P O BOX 438,25000.0,KGS,-,63750.0,China,India,Calcutta Sea,25000.0,KGS,2.55,-,Xingang,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"JHARKHAND : 835 101,INDIA.      
TEL:91-33-2290-2210     
FAX:91-33-2288-2662/2288-3964","TROPIC ISLE BUILDING, P.O.BOX 438,
ROAD TOWN, TORTOLA, BRITISH
VIRGIN ISLANDS",,India T3  Import
2229,2021-12-28 00:00:00,81041100,MAGNESIUM >> MAGNESIUM INGOT MAGNESIUM INGOT MG -99.90%,SHREE BAJRANG SALES P LTD,,QIZHEN INTERNATIONAL CO LIMITED,25000.0,KGS,-,133250.0,China,India,Jnpt,25.0,MTS,5330,-,Not Available,-,-,-,-,-,-,-,"Magnesium and articles thereof, including waste and scrap",0.0,"
X-49, MIDC IND'S EST,
HNGNA ROAD, NAGPUR,
MAHARASHTRA, INDIA.",,,India T3  Import
