0,Date,HS Code,Product Description,Consignee,Notify Party Name,Shipper,Std. Quantity,Std. Unit,Standard Unit Rate INR,Value,Country of Origin,Country of Destination,Port of Destination,Quantity,Unit,Unit Rate $,Actual Duty,Port of Origin,Shipment Mode,Measurment,Bill of Entry No,Port of Delivery,Container TEU,Freight Term,Marks Number,HS Product Description,Gross Weight,Consignee Address,Shipper Address,Notify Party Address,Country Name
26389,2022-01-12 00:00:00,74020000,Unrefined copper; copper anodes for,YUNNAN COPPER H K LTD nUNIT 212 2 F,,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,35014,UNT,-,5409319.9,Namibia,China,Not Available,35014,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26390,2022-01-10 00:00:00,74020000,Unrefined copper; copper anodes for,TO ORDER nCNMC INTERNATIONAL TRADING,,INTERLOGIX NAMIBIA PTY LTD nBOX 20,25437.15,UNT,-,4010107.75,Namibia,China,Not Available,25437.15,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26391,2022-01-10 00:00:00,74020000,Unrefined copper; copper anodes for,TO ORDER nCNMC INTERNATIONAL TRADING,,INTERLOGIX NAMIBIA PTY LTD nBOX 20,1099.45,UNT,-,173324.88,Namibia,China,Not Available,1099.45,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26392,2022-01-10 00:00:00,74020000,Unrefined copper; copper anodes for,TO ORDER nCNMC INTERNATIONAL TRADING,,INTERLOGIX NAMIBIA PTY LTD nBOX 20,13138.18,UNT,-,2071178.63,Namibia,China,Not Available,13138.18,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26393,2022-01-10 00:00:00,74020000,Unrefined copper; copper anodes for,TO ORDER nCNMC INTERNATIONAL TRADING,,INTERLOGIX NAMIBIA PTY LTD nBOX 20,10509.37,UNT,-,1656791.83,Namibia,China,Not Available,10509.37,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26394,2022-01-10 00:00:00,74020000,Unrefined copper; copper anodes for,TO ORDER nCNMC INTERNATIONAL TRADING,,INTERLOGIX NAMIBIA PTY LTD nBOX 20,17769.6,UNT,-,2801284.19,Namibia,China,Not Available,17769.6,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26395,2022-01-10 00:00:00,74020000,Unrefined copper; copper anodes for,TO ORDER nCNMC INTERNATIONAL TRADING,,INTERLOGIX NAMIBIA PTY LTD nBOX 20,24501.76,UNT,-,3889943.66,Namibia,China,Not Available,24501.76,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26396,2022-01-07 00:00:00,74020000,Unrefined copper; copper anodes for,YUNNAN COPPER H K LIMITED nUNIT 212,,MANICA GROUP NAMIBIA PTY LTD nP O BO,34700,UNT,-,5454119,Namibia,China,Not Available,34700,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26397,2022-01-10 00:00:00,74020000,Unrefined copper; copper anodes for,YUNNAN COPPER H K LTD nUNIT 212 2 F,,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,29818,UNT,-,4627305.49,Namibia,Hong Kong,Not Available,29818,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26398,2022-01-07 00:00:00,74020000,Unrefined copper; copper anodes for,TO ORDER nCNMC INTERNATIONAL TRADING,,INTERLOGIX NAMIBIA PTY LTD nBOX 20,13387.87,UNT,-,2125511.28,Namibia,China,Not Available,13387.87,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26399,2022-01-06 00:00:00,74020000,Unrefined copper; copper anodes for,TO ORDER nCNMC INTERNATIONAL TRADING,,INTERLOGIX NAMIBIA PTY LTD nBOX 20,11357.39,UNT,-,1799381.73,Namibia,China,Not Available,11357.39,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26400,2022-01-06 00:00:00,74020000,Unrefined copper; copper anodes for,TO ORDER nCNMC INTERNATIONAL TRADING,,INTERLOGIX NAMIBIA PTY LTD nBOX 20,25037.96,UNT,-,3893781.12,Namibia,China,Not Available,25037.96,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26401,2022-01-06 00:00:00,74020000,Unrefined copper; copper anodes for,TO ORDER nCNMC INTERNATIONAL TRADING,,INTERLOGIX NAMIBIA PTY LTD nBOX 20,5443.04,UNT,-,846474.16,Namibia,China,Not Available,5443.04,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26402,2022-01-05 00:00:00,74020000,Unrefined copper; copper anodes for,YANNAN COPPER H K LTD nNIT 212 2 F M,,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,28729,UNT,-,4467751.73,Namibia,China,Not Available,28729,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26403,2022-01-05 00:00:00,74020000,Unrefined copper; copper anodes for,YANNAN COPPER H K LTD nNIT 212 2 F M,,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,28656,UNT,-,4519227.25,Namibia,China,Not Available,28656,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26404,2022-01-05 00:00:00,74020000,Unrefined copper; copper anodes for,YANNAN COPPER H K LTD nNIT 212 2 F M,,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,31074,UNT,-,4900560.87,Namibia,China,Not Available,31074,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26405,2022-01-05 00:00:00,74020000,Unrefined copper; copper anodes for,YANNAN COPPER H K LTD nNIT 212 2 F M,,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,30926,UNT,-,4877220.21,Namibia,China,Not Available,30926,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26406,2022-01-28 00:00:00,74020000,Unrefined copper; copper anodes for,YUNNAN COPPER H K LTD nUNIT 212 2 F,,MANICA GROUP NAMIBIA PTY LTD nP O BO,26347,UNT,-,4070353,Namibia,China,Not Available,26347,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26407,2022-01-28 00:00:00,74020000,Unrefined copper; copper anodes for,YUNNAN COPPER H K LTD nUNIT 212 2 F,,MANICA GROUP NAMIBIA PTY LTD nP O BO,35829,UNT,-,5560122,Namibia,China,Not Available,35829,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26408,2022-01-28 00:00:00,74020000,Unrefined copper; copper anodes for,YUNNAN COPPER H K LTD nUNIT 212 2 F,,MANICA GROUP NAMIBIA PTY LTD nP O BO,26358,UNT,-,4090365,Namibia,China,Not Available,26358,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26409,2022-01-28 00:00:00,74020000,Unrefined copper; copper anodes for,YUNNAN COPPER H K LTD nUNIT 212 2 F,,MANICA GROUP NAMIBIA PTY LTD nP O BO,28740,UNT,-,4460016,Namibia,China,Not Available,28740,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26410,2022-01-26 00:00:00,74020000,Unrefined copper; copper anodes for,NEW SPREAD TRADING LIMITED,,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,24699,UNT,-,3871674.69,Namibia,China,Not Available,24699,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,"12/F NO 3 LOCKHART ROAD WANCHAI HK., , CHINASDNF",,,Namibia T3  Export
26411,2022-01-24 00:00:00,74020000,Unrefined copper; copper anodes for,YANNAN COPPER H K LTD nNIT 212 2 F M,,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,29580,UNT,-,4551503.54,Namibia,China,Not Available,29580,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26412,2022-01-24 00:00:00,74020000,Unrefined copper; copper anodes for,YANNAN COPPER H K LTD nNIT 212 2 F M,,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,29935,UNT,-,4605459.92,Namibia,China,Not Available,29935,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26413,2022-01-24 00:00:00,74020000,Unrefined copper; copper anodes for,YANNAN COPPER H K LTD nNIT 212 2 F M,,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,34919,UNT,-,5372241.61,Namibia,China,Not Available,34919,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26414,2022-01-24 00:00:00,74020000,Unrefined copper; copper anodes for,YANNAN COPPER H K LTD nNIT 212 2 F M,,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,27371,UNT,-,4305866.2,Namibia,China,Not Available,27371,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26415,2022-01-21 00:00:00,74020000,Unrefined copper; copper anodes for,CHINA COPPER INTERNATIONAL GROUP L,,MANICA GROUP NAMIBIA PTY LTD nP O BO,23891,UNT,-,3676132,Namibia,China,Not Available,23891,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26416,2022-01-19 00:00:00,74020000,Unrefined copper; copper anodes for,IXM COMMODITIES nSUISSE SA ROUTE DEL,,DUNDEE PRECIOUS METALS TSUMEB PTY nB,200300,UNT,-,30228556.78,Namibia,Netherlands,Not Available,200300,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26417,2022-01-19 00:00:00,74020000,Unrefined copper; copper anodes for,IXM COMMODITIES nSUISSE SA ROUTE DEL,,DUNDEE PRECIOUS METALS TSUMEB PTY nB,197783,UNT,-,30116776.66,Namibia,Netherlands,Not Available,197783,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26418,2022-01-19 00:00:00,74020000,Unrefined copper; copper anodes for,IXM COMMODITIES nSUISSE SA ROUTE DEL,,DUNDEE PRECIOUS METALS TSUMEB PTY nB,200764,UNT,-,30301664.88,Namibia,Netherlands,Not Available,200764,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26419,2022-01-17 00:00:00,74020000,Unrefined copper; copper anodes for,NORIN MINING INTERNATIONAL nTRADING,,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,34820,UNT,-,5491061.93,Namibia,China,Not Available,34820,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26420,2022-04-06 00:00:00,74020000,Unrefined copper; copper anodes for,YANNAN COPPER H K LTD nNIT 212 2 F M,,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,34799,UNT,-,5076702.31,Namibia,China,Not Available,34799,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26421,2022-04-06 00:00:00,74020000,Unrefined copper; copper anodes for,YANNAN COPPER H K LTD nNIT 212 2 F M,,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,27473,UNT,-,4204024.73,Namibia,China,Not Available,27473,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26422,2022-04-06 00:00:00,74020000,Unrefined copper; copper anodes for,YANNAN COPPER H K LTD nNIT 212 2 F M,,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,24770,UNT,-,3790401.35,Namibia,China,Not Available,24770,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26423,2022-04-11 00:00:00,74020000,Unrefined copper; copper anodes for,YANNAN COPPER H K LTD nNIT 212 2 F M,,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,30128,UNT,-,4630331.45,Namibia,China,Not Available,30128,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26424,2022-04-07 00:00:00,74020000,Unrefined copper; copper anodes for,GLENCORE MACQUARIE nGLENCORE INTER,,WALVIS BAY CARGO TERMINAL PTY LTD,35668,UNT,-,5570881.36,Namibia,Canada,Not Available,35668,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26425,2022-04-13 00:00:00,74020000,Unrefined copper; copper anodes for,GLENCORE MACQUARIE nGLENCORE INTER,,WALVIS BAY CARGO TERMINAL PTY LTD,35670,UNT,-,5571311.06,Namibia,Canada,Not Available,35670,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26426,2022-04-13 00:00:00,74020000,Unrefined copper; copper anodes for,GLENCORE MACQUARIE nGLENCORE INTER,,WALVIS BAY CARGO TERMINAL PTY LTD,35701,UNT,-,5576030.14,Namibia,Canada,Not Available,35701,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26427,2022-04-13 00:00:00,74020000,Unrefined copper; copper anodes for,GLENCORE MACQUARIE nGLENCORE INTER,,WALVIS BAY CARGO TERMINAL PTY LTD,35691,UNT,-,5778948.87,Namibia,Canada,Not Available,35691,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26428,2022-04-13 00:00:00,74020000,Unrefined copper; copper anodes for,GLENCORE MACQUARIE nGLENCORE INTER,,WALVIS BAY CARGO TERMINAL PTY LTD,35704,UNT,-,5817355.61,Namibia,Canada,Not Available,35704,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26429,2022-04-13 00:00:00,74020000,Unrefined copper; copper anodes for,GLENCORE MACQUARIE nGLENCORE INTER,,WALVIS BAY CARGO TERMINAL PTY LTD,35759,UNT,-,5826321.96,Namibia,Canada,Not Available,35759,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26430,2022-04-07 00:00:00,74020000,Unrefined copper; copper anodes for,TRAFIGURA PTE LTD,,MANICA GROUP NAMIBIA PTY LTD nP O BO,29452,UNT,-,4126536.84,Namibia,China,Not Available,29452,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,"ZONA AMERICA, RUTA 8KM 17500, EIDIFCIO CELABRA PISO 6,",,,Namibia T3  Export
26431,2022-04-25 00:00:00,74020000,Unrefined copper; copper anodes for,GLENCORE MACQUARIE nGLENCORE INTER,,WALVIS BAY CARGO TERMINAL PTY LTD,35861,UNT,-,5799176.97,Namibia,Canada,Not Available,35861,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26432,2022-04-25 00:00:00,74020000,Unrefined copper; copper anodes for,GLENCORE MACQUARIE nGLENCORE INTER,,WALVIS BAY CARGO TERMINAL PTY LTD,35760,UNT,-,5895452.22,Namibia,Canada,Not Available,35760,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26433,2022-04-21 00:00:00,74020000,Unrefined copper; copper anodes for,METAL CORP TRADING AG nTANIA DE JESU,,WALVIS BAY CARGO TERMINAL PTY LTD,35687,UNT,-,5809568.26,Namibia,Netherlands,Not Available,35687,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26434,2022-04-21 00:00:00,74020000,Unrefined copper; copper anodes for,METAL CORP TRADING AG nTANIA DE JESU,,WALVIS BAY CARGO TERMINAL PTY LTD,21415.19,UNT,-,3466785.11,Namibia,Netherlands,Not Available,21415.19,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26435,2022-04-18 00:00:00,74020000,Unrefined copper; copper anodes for,IXM COMMODITIES nSUISSE SA ROUTE DEL,,DUNDEE PRECIOUS METALS TSUMEB PTY nB,198288,UNT,-,30033196.39,Namibia,Netherlands,Not Available,198288,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26436,2022-04-13 00:00:00,74020000,Unrefined copper; copper anodes for,GLENCORE MACQUARIE nGLENCORE INTER,,WALVIS BAY CARGO TERMINAL PTY LTD,35860,UNT,-,6098348.82,Namibia,Canada,Not Available,35860,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26437,2022-04-28 00:00:00,74020000,Unrefined copper; copper anodes for,YUNNAN COPPER H K LIMITED nUNIT 212,,MANICA GROUP NAMIBIA PTY LTD nP O BO,35126,UNT,-,5335287,Namibia,China,Not Available,35126,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26438,2022-04-28 00:00:00,74020000,Unrefined copper; copper anodes for,YUNNAN COPPER H K LIMITED nUNIT 212,,MANICA GROUP NAMIBIA PTY LTD nP O BO,28041,UNT,-,4345863,Namibia,China,Not Available,28041,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26439,2022-04-28 00:00:00,74020000,Unrefined copper; copper anodes for,YUNNAN COPPER H K LIMITED nUNIT 212,,MANICA GROUP NAMIBIA PTY LTD nP O BO,34535,UNT,-,5242748,Namibia,China,Not Available,34535,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26440,2022-04-28 00:00:00,74020000,Unrefined copper; copper anodes for,YUNNAN COPPER H K LIMITED nUNIT 212,,MANICA GROUP NAMIBIA PTY LTD nP O BO,34800,UNT,-,5121284,Namibia,China,Not Available,34800,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26441,2022-04-28 00:00:00,74020000,Unrefined copper; copper anodes for,YUNNAN COPPER H K LIMITED nUNIT 212,,MANICA GROUP NAMIBIA PTY LTD nP O BO,30305,UNT,-,4614376.01,Namibia,China,Not Available,30305,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26442,2022-04-28 00:00:00,74020000,Unrefined copper; copper anodes for,YUNNAN COPPER H K LIMITED nUNIT 212,,MANICA GROUP NAMIBIA PTY LTD nP O BO,23364,UNT,-,3557508,Namibia,China,Not Available,23364,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26443,2022-04-28 00:00:00,74020000,Unrefined copper; copper anodes for,YUNNAN COPPER H K LIMITED nUNIT 212,,MANICA GROUP NAMIBIA PTY LTD nP O BO,27991,UNT,-,4262036,Namibia,China,Not Available,27991,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26444,2022-04-28 00:00:00,74020000,Unrefined copper; copper anodes for,YUNNAN COPPER H K LIMITED nUNIT 212,,MANICA GROUP NAMIBIA PTY LTD nP O BO,35085,UNT,-,5327512.75,Namibia,China,Not Available,35085,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26445,2022-04-26 00:00:00,74020000,Unrefined copper; copper anodes for,YUNNAN COPPER H K LIMITED nUNIT 212,,MANICA GROUP NAMIBIA PTY LTD nP O BO,25377,UNT,-,3852474,Namibia,China,Not Available,25377,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26446,2022-04-26 00:00:00,74020000,Unrefined copper; copper anodes for,YUNNAN COPPER H K LIMITED nUNIT 212,,MANICA GROUP NAMIBIA PTY LTD nP O BO,32323,UNT,-,4925633,Namibia,China,Not Available,32323,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26447,2022-04-26 00:00:00,74020000,Unrefined copper; copper anodes for,YUNNAN COPPER H K LIMITED nUNIT 212,,MANICA GROUP NAMIBIA PTY LTD nP O BO,25495,UNT,-,3837665,Namibia,China,Not Available,25495,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26448,2022-04-26 00:00:00,74020000,Unrefined copper; copper anodes for,YUNNAN COPPER H K LIMITED nUNIT 212,,MANICA GROUP NAMIBIA PTY LTD nP O BO,34878,UNT,-,5088659,Namibia,China,Not Available,34878,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26449,2022-04-26 00:00:00,74020000,Unrefined copper; copper anodes for,YANNAN COPPER H K LTD nNIT 212 2 F M,,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,27369,UNT,-,4138808.74,Namibia,China,Not Available,27369,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26450,2022-04-26 00:00:00,74020000,Unrefined copper; copper anodes for,YANNAN COPPER H K LTD nNIT 212 2 F M,,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,27377,UNT,-,4140018.56,Namibia,China,Not Available,27377,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26451,2022-06-09 00:00:00,74020000,Unrefined copper; copper anodes for-1PACKAGE,SUPA MARINE PAINTS PTY LTD nBOX 198 WALVISBAY n11TH STR 252 WALVISBAY,,MPE CATHODIC AS nIDRETTSVEIEN 2 RYGGE nNO NORWAY,20,PKG,-,9759,Norway,Namibia,Not Available,20,PKG,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,20,,,,Namibia T3  Import
26452,2022-07-27 00:00:00,74020000,PERMIT NO:CEP-304-22 COPPER ANODE-25BUNDLE,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,,CHAMBISHI COPPER SMELTER LIMITED nP O BOX 23558 KITWE nCHINGOLA ROAD nZAMBIA,27864,BDL,-,4350439,Zambia,Namibia,Not Available,27864,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,27882,,,,Namibia T3  Import
26453,2022-07-27 00:00:00,74020000,PERMIT NO:CEP-304-22 COPPER ANODE-15BUNDLE,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,,CHAMBISHI COPPER SMELTER LIMITED nP O BOX 23558 KITWE nCHINGOLA ROAD nZAMBIA,36122,BDL,-,5623056,Zambia,Namibia,Not Available,36122,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,36250,,,,Namibia T3  Import
26454,2022-06-20 00:00:00,7402000000,Unrefined copper; copper anodes for electrolytic r,FW DREDGING LIMITED ELELENWO STREE,,DAMEN SHIPYARDS GORINCHEM AVELINGEN WEST 20 4202 MS GORINCHEM THE NETHERLANDS,28,KGS,-,513.126,Netherlands,Nigeria,Not Available,28,KGS,7611.857,64825,Not Available,-,-,-,-,-,-,-,,0,,,,Nigeria T3  Import
26455,2022-05-23 00:00:00,74020000,COPPER ANODE-11BUNDLE,RELOAD LOGISTICS NAMIBIA PTY LTD nP O BOX 1276 nSWAKOPMUND nNAMIBIA,,CHAMBISHI COPPER SMELTER LIMITED nOFF CHINGOLA nOFF CHINGOLA ROAD nCHAMBISH,27320,BDL,-,4056663.53,Zambia,Namibia,Not Available,27320,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,27414,,,,Namibia T3  Import
26456,2022-05-03 00:00:00,74020000,PERMIT NO:CEP-138-22 COPPER ANODE-11BUNDLE,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,,CHAMBISHI COPPER SMELTER LIMITED nP O BOX 23558 KITWE nCHINGOLA ROAD nZAMBIA,26257,BDL,-,4252961,Zambia,Namibia,Not Available,26257,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,26351,,,,Namibia T3  Import
26457,2022-05-17 00:00:00,74020000,Copper Anode-DY-12BUNDLE,INTERLOGIX NAMIBIA PTY LTD nBOX 20198 WINDHOEK NAMIBIA n8 GREEN VALLEY AVE,,NFC AFRICA MINIING PLC n32 ENOS CHOMBA ROAD nKITWE nZAMBIA,27900,BDL,-,4606630.51,Zambia,Namibia,Not Available,27900,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,28009,,,,Namibia T3  Import
26458,2022-05-21 00:00:00,74020000,COPPER ANODE-13BUNDLE,MANICA GROUP NAMIBIA PTY LTD nP O BOX 4 WALVIS BAY NAMIBIA n166 3RD STREET E,,CHAMBISHI COPPER SMELTER LIMITED n22592 nKITWE nCOPPERBELT PROVINCE,30764,BDL,-,5102595,Zambia,Namibia,Not Available,30764,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,30877,,,,Namibia T3  Import
26459,2022-10-19 00:00:00,74020000,anode-2OTHER - Not Specified,DE BEERS MARINE NAMIBIA PTY LTD nBOX 23016 WINDHOEK NAMIBIA n4TH FLOOR NAMDE,,DE BEERS GROUP SERVICES nAIRPORT INDUSTRIA nMADRID RD ACCESS 2 nCAPE TOWN nRSA,4,,-,73127,South Africa,Namibia,Not Available,4,UNT,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,4,,,,Namibia T3  Import
26460,2022-10-05 00:00:00,74020000,Unrefined copper; copper anodes for-10BUNDLE,TO ORDER nJINLONG COPPER CO LTD n1 JINSHAN WEST ROAD nTONGLING ANHUI nC,,INTERLOGIX NAMIBIA PTY LTD nBOX 20198 WINDHOEK NAMIBIA n8 GREEN VALLEY AVE,25068.33,UNT,-,4078642.88,Namibia,China,Not Available,25068.33,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26461,2022-11-30 00:00:00,74020000,Unrefined copper; copper anodes for-24INGOT,CHINA COPPER INTERNATIONAL TRADING GROUP LTD n10TH FLOOR THE SOUTH BULDING,,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,27847,UNT,-,3807629.62,Namibia,China,Not Available,27847,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Namibia T3  Export
26462,2023-01-01 00:00:00,74020000,"COPPER ,  UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.29,TON,-,3817.2,Austria,Switzerland,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Austria T1  Export
26463,2023-01-01 00:00:00,74020000,"COPPER ,  UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,48.33,TON,-,414182.8,France,Germany,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,France T1  Export
26464,2023-01-01 00:00:00,74020000,"COPPER ,  UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.02,TON,-,1075.27,Greece,Panama,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Greece T1  Export
26465,2023-01-01 00:00:00,74020000,"COPPER ,  UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0,TON,-,21.51,Germany,Luxembourg,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Luxembourg T1  Import
